object_id,title,period,type,material,description,dimensions,museum,location,detail_url,image_url,image_path,credit_line,accession_number,crawl_date,type_cn,object id
35-25-6,箭头,公元前-16世纪~11世纪-1600~1046-夏/商/周,亚洲的,铁,箭头。铁.具有三角形部分的尖端;长柄有点方形。腐蚀并弯曲。在穿过长城的红桥关获得。,未知,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/127334,https://www.penn.museum/collections/assets/019T/193k/193699_1600.jpg,images/penn/35-25-6.jpg,威廉·C·瓦茨的礼物，1935年,35-25-6,2026/5/6,亚洲,11
20469,瓷砖,公元-17世纪-1601~1700-明/清,亚洲的,陶瓷,黄釉陶终端瓦。,L： 31厘米，宽：22厘米，高：20.3厘米,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/43527,https://www.penn.museum/collections/assets/069T/699k/699399_1600.jpg,images/penn/20469.jpg,乔治·法纳姆和约翰·爱德华·法纳姆的礼物，1898年,20469,2026/5/6,亚洲,12
44-16-1A,死亡面具,公元-10世纪~12世纪-907~1125-唐/五代/宋/辽/金,亚洲的,银,这张薄薄的银色死亡面具的精致特征是用一块沉重的金属板锻造而成的。形成辽帝国的基坦（七宝）部落的男女脸上都戴着这样的面具。这些面具被绑在金、银或铜线罩上，覆盖着基坦人被埋葬的尸体，并于公元10世纪中叶至12世纪初被埋葬在蒙古和辽宁省。眼睛部分闭着，眉毛浓密，鼻子又长又细。有一个小口和一个长耳朵，每个耳朵的耳垂上都有一个穿孔。,未知,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/355247,https://www.penn.museum/collections/assets/002T/029k/29313_1600.jpg,images/penn/44-16-1A.jpg,购自马蒂亚斯·科莫，1944年,44-16-1A,2026/5/6,亚洲,13
59-7-1A,镜子,公元前-3世纪-299~200-周/秦/汉,亚洲的,青铜|镜子,小束带手柄。采用雕版技术的宽带风格卷轴设计。,未知,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/356467,https://www.penn.museum/collections/assets/020T/204k/204212_1600.jpg,images/penn/59-7-1A.jpg,阿诺德·莫兰先生和夫人的礼物，1959年,59-7-1A,2026/5/6,亚洲,14
49-29-1,印刷版,公元-15世纪~20世纪-1401~1949-明/清/现代,亚洲的,木头,木制印刷版。带有藏传文字。可能北京制造。中国字在后面。两边都有文本。,未知,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/116026,https://www.penn.museum/collections/assets/098T/984k/984940_1600.jpg,images/penn/49-29-1.jpg,宾夕法尼亚州历史和博物馆委员会的礼物，1949年,49-29-1,2026/5/6,亚洲,15
17554,彩票簿,公元-19世纪-1801~1900-清,亚洲的,纸张,《千字文》的前八十个字，在一个正方形的边框内，用毛笔和红墨水作记号。一行写着“赵来元给照原底甫”的横排文字贯穿广场中央。这是添加一个公司名称印章，并刷写的时间，十年。这些卡片被用来玩“白鸽子彩票”（普通话：bai ge piao白鸽子票）的赌博游戏。目的是正确猜出从《千字经典》的前八十个中随机选出的二十个字符。该游戏在广州和海外华人社区广泛玩。如今，它在澳门继续以葡萄牙语拼写“pacapio”的形式进行，在美国赌场以“keno”的名称进行，数字1-80代替了原来的中文字符。,L： 12.5厘米，宽13.4厘米,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/265515,https://www.penn.museum/collections/assets/074T/746k/746988_1600.jpg,images/penn/17554.jpg,麦克斯韦·萨默维尔的礼物，1895年,17554,2026/5/6,亚洲,16
79-23-1J,书,公元-17世纪-1648~1648-清,雕刻|编织|刺绣,软玉|丝绸|黄金|青金石|金线,书中的一页是由十块绿色软玉板制成的，这些板被刺穿并用金线串在一起。黄色丝绸封面，带有金色锦缎云图案，并缝制有适合平板电脑的符号。1648年颁布的法令中，福临皇帝追授他的曾曾祖母、满洲部落妇女皇后荣誉称号。书的封面由端板组成，每块板上都雕刻着一对龙和一颗火焰珍珠。雕刻的龙和文字线条，切口中有金粉，专有名称用青宝石填充。用中文和满书写成，两端开始，中间结束。交错的垫和包装纸指定后缀K-R。,W： 13.6厘米，高29.5厘米，深1.3厘米,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/32996,https://www.penn.museum/collections/assets/014T/142k/142920_1600.jpg,images/penn/79-23-1J.jpg,小史沫特莱·D·巴特勒、托马斯·R·巴特勒、伊迪丝·M·P·韦勒和菲利帕·韦勒-奇尔的礼物，1979年,79-23-1J,2026/5/6,雕刻,17
29-96-456,占卜工具,未知,亚洲的,龟甲|金属|丝绸,用空龟甲制成的占卜工具。它有一根丝线和三枚硬币，上面写着：通认知（kan ' ei tsuho）。这表明它们来自日本，可以追溯到江户时代。这是老巫师用来占卜或算命的。硬币被放入壳中，然后摇动壳，硬币从壳中弹出。记录背面硬币的数量，并重复该过程几次。然后，算命先生会使用八卦和五个元素根据硬币的方向进行预测。该装置是从一位巫师手中购买的，他将其放在广州（今中国广东省广州）一座寺庙的门廊上。带有该物品的标签上写着：“恐怖圣殿。“这可能是指广州城皇庙城庙或“城神庙”的一部分，其中描绘了地狱中各种刑罚。,L： 7厘米,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/110390,https://www.penn.museum/collections/assets/085T/854k/854359_1600.jpg,images/penn/29-96-456.jpg,麦克斯韦·萨默维尔遗赠，1904年,29-96-456,2026/5/6,亚洲,18
17553.12,彩票簿,未知,未知,未知,未知,未知,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/360985,,,未知,17553.12,2026/5/6,未知,19
53-16-5,卡通,公元-17世纪~19世纪-1601~1900-明/清,亚洲的,纸张,漫画或突袭喇嘛绘画来指导艺术家。本文七眼塔拉（额头、手和脚）。,未知,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/322198,https://www.penn.museum/collections/assets/098T/988k/988636_1600.jpg,,劳伦斯·西克曼的礼物，1953,53-16-5,2026/5/6,亚洲,20
1997/12/5,仪式夹克,公元-19世纪~20世纪-1900~1956-清/现代,刺绣|梭织,棉|丝|金属线,儿童礼仪夹克。苗族艺术家/刺绣师吴彤颖3岁时穿的。黑色丝绸，衣领、袖口和底边装饰件精心刺绣。沿底边编织条。内饰采用蓝色棉质衬里。金属线、珠子和流苏从母亲那一代一直沿用至今，流苏可能在她出生前就被添加到这件夹克上了。,L： 50.5厘米，宽76.5厘米,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/151755,https://www.penn.museum/collections/assets/013T/132k/132969_1600.jpg,images/penn/97-12-5.jpg,购自吴同英，1997年,1997/12/5,2026/5/6,刺绣,21
1997/12/1,婚礼夹克,公元-19世纪-1860~1860-清,刺绣|梭织,棉|丝绸|亮片|金箔,苗族纺织艺术家吴同英曾祖母制作的结婚礼服。这些夹克是在婚礼上穿的，后来是在特殊场合穿的。黑色图案棉，领口、肩部和袖子上有精心刺绣和编织的条纹。袖子上的红色丝绸补丁上绣有飞龙图案。亮片和金箔。边框采用三角形折叠丝绸设计。内部蓝色衬里。当地省级手工编织的棉和丝绸。,L： 89厘米，宽121厘米,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/57463,https://www.penn.museum/collections/assets/060T/600k/600709_1600.jpg,images/penn/97-12-1.jpg,购自吴同英，1997年,1997/12/1,2026/5/6,刺绣,22
C247.5,繁殖,公元-20世纪初-1901~1933-清/现代,雕刻,石头,公元147年，吴家族在山东省济宁市嘉祥县建造的汉武陵的一块石板的复制品。又称吴家祠。坚硬的黑色石头，背景被切割成粗糙的小凹槽，现在风化成灰色，这样人物就像剪影一样突出。三个记录了历史和传奇场景。下图：Xi和女娃，中国政治的神秘缔造者，以及随之而来的精灵。中幅：刺杀长城建造者秦始皇未遂。上图：中国历史上的“壮汉”用战车顶盖保护受伤的主人。五件之一。,W： 74.93厘米，高59.69厘米，深10.16厘米,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/498888,https://www.penn.museum/collections/assets/026T/266k/266234_1600.jpg,images/penn/C247.5.jpg,购自C.T.Loo，1916年,C247.5,2026/5/6,雕刻,23
51-4-174A,卢比,公元-20世纪初-1901~1933-清/现代,亚洲的,银,正面：光绪皇帝画像。四川省造 四川生皂（四川省制造）。Tibet用四川铸造的银卢比。这些是仿照英国卢比制作的，上面有维多利亚女王的肖像，在印度使用。,未知,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/271728,https://www.penn.museum/collections/assets/036T/366k/366692_1600.jpg,,Robert R.Service夫人的礼物，1951年,51-4-174A,2026/5/6,亚洲,24
1997/12/7,夹克面板,公元-19世纪末-1868~1900-清,刺绣|梭织,棉|丝|箔|亮片,男士夹克后幅。苗族纺织艺术家吴同英的母亲所作。黑色方形面板，一侧有精心装饰和刺绣的条形面板。中心为菱形面板。设计中的蛇和蝴蝶。金箔和亮片。,L： 41.5厘米，宽：48.5厘米,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/76875,https://www.penn.museum/collections/assets/013T/132k/132959_1600.jpg,images/penn/97-12-7.jpg,购自吴同英，1997年,1997/12/7,2026/5/6,刺绣,25
39-27-1B,Censer盖,公元前-3世纪~3世纪-206~220-秦/汉/新/三国,亚洲的,青铜,青铜香炉盖（39-27-1A）。盖子呈“山”的形式，壁架上描绘了各种动物的形象，下面是散发熏香烟雾的狭缝。这个“山”的设计应该代表蓬莱三岛之一，那里有防止死亡的药物。,未知,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/327189,https://www.penn.museum/collections/assets/031T/310k/310124_1600.jpg,images/penn/39-27-1B.jpg,购自Leon F.S.Stark，1939年,39-27-1B,2026/5/6,亚洲,26
1997/12/2,婚礼夹克,公元-19世纪-1880~1880-清,刺绣|梭织,棉|丝绸|亮片|金箔,苗族纺织艺术家吴同英的祖母制作的结婚礼服。这些夹克是在婚礼上穿的，后来是在特殊场合穿的。黑色棉质，领口、前边缘、肩部和袖子上有精心刺绣和编织的条纹。袖子上的黑色丝绸上有龙和鸟的图案。亮片和金箔。前缘编织边框。三角形折叠丝绸设计。内部棉蓝色衬里。当地省级手工编织的棉和丝绸。,L： 72厘米，宽128.5厘米,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/331062,https://www.penn.museum/collections/assets/060T/600k/600710_1600.jpg,images/penn/97-12-2.jpg,购自吴同英，1997年,1997/12/2,2026/5/6,刺绣,27
C400,雕像,公元-10世纪-901~1000-唐/五代/宋/辽,镀金,铜合金|木材|青铜|镀金,镀金观音铜像。高高的身姿优雅地站着，手里拿着莲藕。在高冠头饰底部的额头上，有一尊阿弥陀佛的小雕像。这尊雕像被收购时，除了手、脸和喉咙保留了光滑的镀金外，其余部分都覆盖着厚厚的祖母绿铜绿；衣服上有金的痕迹。自那以后，这座雕像已经被打扫干净了。在建宁寺旧址爱宝村附近的一条河里发现；该村位于辽宁省沈阳市以南的辽阳市郊区。,W： 16厘米，高70厘米，深16厘米,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/319103,https://www.penn.museum/collections/assets/051T/511k/511213_1600.jpg,images/penn/C400.jpg,购自C.T.Loo；埃默里·R·约翰逊夫人，1921年,C400,2026/5/6,鎏金,28
51-41-18,唐卡,公元-19世纪-1801~1900-清,彩绘的,丝绸|颜料,非常古老的Tibetan绘画。莲花生（Tibetan：pema jung ne。英语：the Lotus Born）：来自Oddiyana的莲花生，被认为是8世纪Tibetan佛教的三位主要创始人之一。红喇嘛教创始人，金刚乘，妖形，下。背面的铭文。,W： 17.78厘米，高27.94厘米,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/250784,https://www.penn.museum/collections/assets/098T/986k/986393_1600.jpg,images/penn/51-41-18.jpg,斯凯勒·V·R·卡门的礼物，1951年,51-41-18,2026/5/6,彩绘,29
97-12-3A,婚礼夹克,公元-20世纪-1920~1920-现代,刺绣|梭织,棉|丝,苗族纺织艺术家吴同英的母亲制作的结婚礼服。这些夹克是在婚礼上穿的，后来是在特殊场合穿的。黑色棉质，背部、领口、下摆和肩部有精心编织的条纹。顶部边界有蚊子和蝴蝶。背部中央有甲虫。7寿，或背面的长寿符号。下摆有蝙蝠图案。毛毡和蜡边可抵抗染色棉。内部棉蓝色衬里。当地省级手工编织的棉和丝绸。,L： 60.5厘米，宽141厘米,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/297735,https://www.penn.museum/collections/assets/060T/600k/600712_1600.jpg,images/penn/97-12-3A.jpg,购自吴同英，1997年,97-12-3A,2026/5/6,刺绣,30
39-27-1A,香炉,公元前-3世纪~3世纪-206~220-秦/汉/新/三国,亚洲的,青铜,博山鲁铜香炉。一只凤凰站在乌龟背上支撑着碗，碗的盖子（39-27-1B）呈“山”形，壁架上描绘着各种动物的形象，下面是散发熏香烟雾的狭缝。这个“山”的设计应该代表蓬莱三岛之一，那里有防止死亡的药物。,未知,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/62277,https://www.penn.museum/collections/assets/031T/310k/310124_1600.jpg,images/penn/39-27-1A.jpg,购自Leon F.S.Stark，1939年,39-27-1A,2026/5/6,亚洲,31
29-238-23,扑克牌,公元-19世纪-1889~1893-清,印刷,纸张|墨水,"两套扑克牌中的一套，用来玩陆福六虎 （六只老虎）。斯图尔特·库林和收集它们的W.H.威尔金森称之为lat-chi/lut-chi或lieh ch'ih。有40张不同的卡片。所有卡片的顶部都用大字体刻上了它们的价值。其中有35张牌，分为四套：2到9张拾 （十[千串现金]），关1-9貫 （1000现金串），1-9的suo索 （100现金串），钱1-9錢 （现金）。现金的第一个名字叫云倩雲綫 （云币或云南币）。此外，还有五张名为陆华的额外卡片鹿花,柏子百子 （百子）毛功毛公 （毛）钱子千子（千子）和婉子萬子 （一万个儿子）。红色底纹出现在石八号、石九号、关九号、毛公、白子、钱子、婉子上。这些内容如下：謝家英豐齋, 仁記錢貫索. 背部是黑色的。摘自库林出版社：“第23期。-坎顿。与第22号相似，但除此之外还有“秦子”和“满子”、“千子万子”。“谢家，永丰工作室。阎的标志（‘仁’）。现金、轮盘和琴弦。”它印在9根“琴弦”上，8、9个10万，9个轮盘、莫王子、百子、千子、千子。总计40。”",L： 6.3厘米，宽1.9厘米,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/590188,https://www.penn.museum/collections/assets/089T/894k/894986_1600.jpg,images/penn/29-238-23.jpg,1903年购自威廉·亨利·威尔金森,29-238-23,2026/5/6,印刷,32
2034/7/1,雕像底座,公元-6世纪-501~600-南北/隋,低浮雕|涂漆,石灰石|油漆,这个深灰色石灰岩雕刻的基座最初会在顶部的插座中支撑一尊雕像。基座描绘了《本生故事》中的一个场景，这些故事描述了佛陀在出生为乔达摩悉达多或释迦牟尼之前的许多化身之一。在这个化身中，佛陀出生时是维桑塔拉王子，他放弃了他的世俗财产，包括一头大象，以确保他的王国的财富。这种前所未有的慷慨使他最终获得了启蒙。前面板显示了一位由lokapalas或监护人陪同的地球神。在左边，Vessantara交出了他最后的物品，包括他的推车。他在右边向他的孩子们道别，他的妻子被神只以野生动物的形式扣留，这样她就不会见证维桑塔拉与他们的孩子分开。后幅描绘了Vessantara的两个孩子现在在山上当仆人。,L： 90厘米，宽57厘米，高23厘米,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/306753,https://www.penn.museum/collections/assets/086T/867k/867142_1600.jpg,images/penn/34-7-1.jpg,购自C.T.Loo；兰德尔·摩根基金，1934年,2034/7/1,2026/5/6,浅浮雕,33
97-12-3B,婚纱围裙,公元-20世纪-1920~1920-现代,刺绣|梭织,棉花|丝绸|羽毛|种子,婚纱围裙，或裙子，由苗族纺织艺术家吴同英的母亲制作和穿着。这些围裙是在婚礼上穿的，后来是在特殊场合穿的。靛蓝棉质腰部拼接，带领带和9个悬挂式拼接。每块面板的末端都是种子珠和白色羽毛，用一块红色的小三角布缝在适当的位置。丝绸上精心刺绣的图案如下：花朵和石榴；藤蔓；蝴蝶和花朵；蜗牛；扁平的鱼，叶子和中心花；长满草和花的螃蟹。当地省级手工编织的棉和丝绸。,L： 86厘米，宽71厘米,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/56856,https://www.penn.museum/collections/assets/060T/600k/600713_1600.jpg,images/penn/97-12-3B.jpg,购自吴同英，1997年,97-12-3B,2026/5/6,刺绣,34
51-41-13A,唐卡,公元-15世纪~19世纪-1401~1900-明/清,彩绘的,丝绸|颜料,绘画。非常罕见的观音（Lokeshvara）舞蹈形式。上图：释迦牟尼、宗喀巴、一位菩萨、哈雅格列娃和玛哈卡拉。两侧：Ushinishavijaya和一种罕见的湿婆或苦行僧。下图：三种罕见的观世音菩萨，包括Simhasana。镶嵌四川丝绸精品。背面有铭文。,L： 88厘米，宽71厘米,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/218346,https://www.penn.museum/collections/assets/098T/987k/987795_1600.jpg,images/penn/51-41-13A.jpg,斯凯勒·V·R·卡门的礼物，1951年,51-41-13A,2026/5/6,彩绘,35
2011-12-35,硬币,公元-20世纪-1911~1911-清,亚洲的,金属,Obv. 中華民國元年. Rev. 軍政府造 四川銅幣 當制錢十文. 四川省地方政府制造的十枚现金硬币。,未知,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/451806,https://www.penn.museum/collections/assets/091T/913k/913627_1600.jpg,images/penn/2011-12-35.jpg,雪莉·J·科恩的礼物，2010,2011-12-35,2026/5/6,亚洲,36
2003-39-23B,鞋,未知,亚洲的,未知,厚底鞋，棕色鞋底，海军蓝面料。里面有一个英文标签。,L： 16厘米，宽：5厘米,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/371309,https://www.penn.museum/collections/assets/060T/603k/603996_1600.jpg,images/penn/2003-39-23B.jpg,费城商业博物馆（也称为费城市民中心博物馆）的礼物，宾夕法尼亚州费城，2003年,2003-39-23B,2026/5/6,亚洲,37
85-37-73,绘画,公元-20世纪-1901~2000-清/现代,亚洲的,纸张,白纸上的黑色水彩。描绘了山东省滕县不同墓葬浮雕的场景。见85-37-59、85-37—66、85-37-70。这幅水墨画可能是Anneliese Gutkind Bulling根据她在《中国最古老艺术的意义》一书中的插图创作的。,未知,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/58179,https://www.penn.museum/collections/assets/004T/047k/47032_1600.jpg,images/penn/85-37-73.jpg,1985年Anneliese Gutkind欺负的礼物,85-37-73,2026/5/6,亚洲,38
2003-42-35,手稿,公元-19世纪-1801~1900-清,亚洲的,未知,萨满的手稿来自中国云南省南部的傈僳族。,未知,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/457487,https://www.penn.museum/collections/assets/011T/112k/112249_1600.jpg,images/penn/2003-42-35.jpg,费城商业博物馆（也称为费城市民中心博物馆）的礼物，宾夕法尼亚州费城，2003年,2003-42-35,2026/5/6,亚洲,39
C649.19,游戏,公元-19世纪-1866~1866-清,亚洲的,象牙,球赛和杯赛。,L： 13.3厘米,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/561966,https://www.penn.museum/collections/assets/089T/897k/897257_1600.jpg,images/penn/C649.19.jpg,伊丽莎白·W·邦索尔和玛丽·W·邦索尔的礼物，1927年,C649.19,2026/5/6,亚洲,40
20130,书,公元-17世纪~19世纪-1601~1897-明/清,亚洲的,纸张,中文书。对《但以理书》的评论。,L： 25.3厘米，宽18.9厘米,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/310447,https://www.penn.museum/collections/assets/074T/747k/747358_1600.jpg,images/penn/20130.jpg,约翰·W·哈什伯格的礼物，1897年,20130,2026/5/6,亚洲,41
21511.2,扑克牌盒,公元-18世纪~19世纪-1701~1899-清,亚洲的,纸张,基于多米诺骨牌的扑克牌盒。,L： 7.4厘米，宽：4厘米，高：10.6厘米,宾夕法尼亚大学考古与人类学博物馆,美国宾夕法尼亚州费城,https://www.penn.museum/collections/object/590330,https://www.penn.museum/collections/assets/089T/895k/895258_1600.jpg,images/penn/21511.2.jpg,R.Stewart Culin的礼物，1898年,21511.2,2026/5/6,亚洲,42
